Component / Template / React / Asset Name,File Path,Line Start,Line End,Clientlib Type,Recommended Fix Strategy,Finding Type,Static OK,Usage Notes,Code Usage
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1172,1172,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1189,1189,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1191,1191,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1208,1208,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1210,1210,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1227,1227,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1229,1229,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1246,1246,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1248,1248,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1265,1265,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1267,1267,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1284,1284,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1286,1286,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1303,1303,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1305,1305,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1322,1322,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1324,1324,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1341,1341,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1343,1343,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1363,1379,General Clientlib,Migrate to General Clientlib,Script,No,Inline script for component or page behavior,"This inline script drives component behavior or templating logic and is currently in the markup. It executes as soon as the page loads, so removing unsafe-inline will block it. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1365,1365,,Use Hash,Style,Yes,Inline CSS rules applied within the markup,These CSS rules are embedded directly in the page to style the component. Inline styles will be rejected once unsafe-inline is removed from style-src. This belongs to ui.frontend:main.
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1367,1367,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1401,1401,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1489,1489,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1495,1495,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1506,1506,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1512,1512,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
